0,0,-0.08,0.05236,0.05236,-9.8992e-09,-4.1551e-08,-4.263e-08,-2.8956e-08,-4.4288e-09,2.8403e-08,4.5168e-08,-3.2265e-08,3.0575e-09,-2.7117e-08,-2.8691e-08,-1.4857e-08
-0.04,-0.04,-0.04,0.05236,0.05236,-5.2812e-09,-4.8624e-08,-4.1691e-08,-2.2793e-08,8.8278e-10,2.2023e-08,4.8337e-08,-3.4259e-08,-1.5662e-09,-1.8302e-08,-2.6597e-08,-1.9976e-08
0,-0.04,-0.04,0.05236,0.05236,-1.0168e-08,-4.6509e-08,-3.5007e-08,-2.2007e-08,1.3866e-09,3.036e-08,4.2291e-08,-3.6162e-08,-1.8206e-09,-1.935e-08,-3.1908e-08,-1.6187e-08
0.04,-0.04,-0.04,0.05236,0.05236,-1.5837e-08,-4.3591e-08,-2.8992e-08,-2.0776e-08,1.9093e-09,4.0217e-08,3.7225e-08,-3.7348e-08,-2.0819e-09,-2.0525e-08,-3.931e-08,-1.2746e-08
-0.04,0,-0.04,0.05236,0.05236,-5.5353e-09,-5.1197e-08,-4.8718e-08,-2.8311e-08,2.0072e-10,1.8944e-08,4.4848e-08,-2.8958e-08,9.9931e-10,-2.0044e-08,-2.5628e-08,-1.478e-08
0,0,-0.04,0.05236,0.05236,-9.5952e-09,-4.8987e-08,-4.0566e-08,-2.7108e-08,7.8311e-10,2.6421e-08,3.9479e-08,-3.0469e-08,1.2355e-09,-2.1261e-08,-3.0961e-08,-1.2108e-08
0.04,0,-0.04,0.05236,0.05236,-1.4715e-08,-4.5708e-08,-3.2745e-08,-2.5696e-08,1.2891e-09,3.4686e-08,3.5064e-08,-3.1092e-08,1.4138e-09,-2.2434e-08,-3.6866e-08,-9.6124e-09
-0.04,0.04,-0.04,0.05236,0.05236,-5.632e-09,-5.2655e-08,-5.6174e-08,-3.5402e-08,-6.7014e-10,1.5122e-08,4.0389e-08,-2.4183e-08,3.8791e-09,-2.2017e-08,-2.4365e-08,-1.0581e-08
0,0.04,-0.04,0.05236,0.05236,-9.1634e-09,-4.9836e-08,-4.6535e-08,-3.3649e-08,2.1458e-10,2.1835e-08,3.6392e-08,-2.5329e-08,4.9303e-09,-2.2953e-08,-2.9314e-08,-8.9058e-09
0.04,0.04,-0.04,0.05236,0.05236,-1.3406e-08,-4.698e-08,-3.6797e-08,-3.1473e-08,9.8178e-10,2.8925e-08,3.2448e-08,-2.5798e-08,5.9796e-09,-2.4351e-08,-3.5164e-08,-7.1506e-09
0,-0.08,0,0.05236,0.05236,-8.986e-09,-5.0424e-08,-2.8921e-08,-1.5787e-08,6.9097e-09,3.0474e-08,3.671e-08,-3.7733e-08,-6.3936e-09,-1.3782e-08,-3.3736e-08,-1.6693e-08
-0.04,-0.04,0,0.05236,0.05236,-3.5912e-09,-5.7742e-08,-3.8837e-08,-2.0188e-08,7.4871e-09,2.0846e-08,3.9102e-08,-3.0244e-08,-3.8284e-09,-1.4376e-08,-2.6993e-08,-1.5204e-08
0,-0.04,0,0.05236,0.05236,-9.5401e-09,-5.4372e-08,-3.3235e-08,-1.9432e-08,6.8218e-09,2.7637e-08,3.5873e-08,-3.1904e-08,-4.3326e-09,-1.4957e-08,-3.2585e-08,-1.1762e-08
0.04,-0.04,0,0.05236,0.05236,-1.6133e-08,-5.0915e-08,-2.7978e-08,-1.8544e-08,6.1134e-09,3.4716e-08,3.2009e-08,-3.2666e-08,-5.1889e-09,-1.516e-08,-4.0045e-08,-8.5745e-09
-0.08,0,0,0.05236,0.05236,-4.5559e-10,-6.3597e-08,-5.1447e-08,-2.5762e-08,7.8536e-09,1.2676e-08,4.1527e-08,-2.4758e-08,-1.7139e-09,-1.4755e-08,-2.1997e-08,-1.3001e-08
-0.04,0,0,0.05236,0.05236,-4.2418e-09,-6.0856e-08,-4.4478e-08,-2.4987e-08,7.3392e-09,1.7987e-08,3.7429e-08,-2.571e-08,-1.4812e-09,-1.5305e-08,-2.5924e-08,-1.0464e-08
0,0,0,0.05236,0.05236,-9.2397e-09,-5.7783e-08,-3.803e-08,-2.3985e-08,6.4237e-09,2.4185e-08,3.4148e-08,-2.6568e-08,-1.4924e-09,-1.5917e-08,-3.1648e-08,-8.1007e-09
0.04,0,0,0.05236,0.05236,-1.5061e-08,-5.3568e-08,-3.1175e-08,-2.2787e-08,5.8383e-09,3.0587e-08,3.0489e-08,-2.7207e-08,-1.7118e-09,-1.6035e-08,-3.8491e-08,-5.9783e-09
0.08,0,0,0.05236,0.05236,-2.1529e-08,-4.8832e-08,-2.5677e-08,-2.1186e-08,5.3038e-09,3.6944e-08,2.7187e-08,-2.7992e-08,-1.8235e-09,-1.5309e-08,-4.6599e-08,-4.1391e-09
-0.04,0.04,0,0.05236,0.05236,-4.2825e-09,-6.3991e-08,-5.0805e-08,-3.1893e-08,7.2709e-09,1.5265e-08,3.502e-08,-2.1976e-08,1.8241e-09,-1.6605e-08,-2.4828e-08,-6.7751e-09
0,0.04,0,0.05236,0.05236,-8.5693e-09,-5.9904e-08,-4.2188e-08,-3.0261e-08,6.2928e-09,2.0745e-08,3.1744e-08,-2.2917e-08,2.33e-09,-1.6951e-08,-2.9584e-08,-5.2201e-09
0.04,0.04,0,0.05236,0.05236,-1.3258e-08,-5.5034e-08,-3.5019e-08,-2.79e-08,5.8665e-09,2.6409e-08,2.8579e-08,-2.3558e-08,3.2649e-09,-1.6234e-08,-3.5387e-08,-3.917e-09
0,0.08,0,0.05236,0.05236,-7.8835e-09,-6.1038e-08,-4.6308e-08,-3.9038e-08,6.1948e-09,1.7157e-08,2.9218e-08,-1.9662e-08,7.3681e-09,-1.7297e-08,-2.79e-08,-3.1135e-09
-0.04,-0.04,0.04,0.05236,0.05236,-1.6899e-09,-6.9278e-08,-3.5743e-08,-1.6921e-08,1.4191e-08,1.9706e-08,3.2292e-08,-2.5717e-08,-6.533e-09,-1.0756e-08,-2.69e-08,-8.401e-09
0,-0.04,0.04,0.05236,0.05236,-7.9373e-09,-6.4544e-08,-3.1313e-08,-1.6349e-08,1.2031e-08,2.4636e-08,2.9477e-08,-2.6781e-08,-7.8158e-09,-1.0852e-08,-3.2115e-08,-5.763e-09
0.04,-0.04,0.04,0.05236,0.05236,-1.5637e-08,-5.9292e-08,-2.6764e-08,-1.5464e-08,1.0281e-08,3.0364e-08,2.6978e-08,-2.6929e-08,-9.182e-09,-1.0079e-08,-3.8641e-08,-3.436e-09
-0.04,0,0.04,0.05236,0.05236,-2.427e-09,-7.3637e-08,-4.0643e-08,-2.0807e-08,1.4529e-08,1.7196e-08,3.1135e-08,-2.2304e-08,-4.3407e-09,-1.122e-08,-2.5886e-08,-4.7689e-09
0,0,0.04,0.05236,0.05236,-7.9253e-09,-6.9002e-08,-3.5251e-08,-2.0046e-08,1.2289e-08,2.2269e-08,2.891e-08,-2.2998e-08,-5.0892e-09,-1.0622e-08,-3.0669e-08,-3.0057e-09
0.04,0,0.04,0.05236,0.05236,-1.4399e-08,-6.3309e-08,-2.9679e-08,-1.9054e-08,1.0343e-08,2.7117e-08,2.6094e-08,-2.3376e-08,-5.6647e-09,-1.04e-08,-3.7271e-08,-1.4649e-09
-0.04,0.04,0.04,0.05236,0.05236,-2.8559e-09,-7.7852e-08,-4.5315e-08,-2.6587e-08,1.4587e-08,1.4892e-08,2.9564e-08,-1.9406e-08,-1.2379e-09,-1.1428e-08,-2.4752e-08,-1.9964e-09
0,0.04,0.04,0.05236,0.05236,-7.4731e-09,-7.1891e-08,-3.8756e-08,-2.555e-08,1.2537e-08,1.9564e-08,2.711e-08,-2.0027e-08,-1.321e-09,-1.0773e-08,-2.9234e-08,-7.7809e-10
0.04,0.04,0.04,0.05236,0.05236,-1.309e-08,-6.6312e-08,-3.2111e-08,-2.3678e-08,1.0569e-08,2.4028e-08,2.495e-08,-2.0365e-08,-1.1441e-09,-9.4424e-09,-3.5189e-08,-1.6952e-11
0,0,0.08,0.05236,0.05236,-5.6596e-09,-8.3002e-08,-3.205e-08,-1.5188e-08,1.7638e-08,1.9977e-08,2.3881e-08,-1.8789e-08,-9.2281e-09,-6.5218e-09,-2.9433e-08,3.0231e-09
0,0,-0.08,0.10472,0.05236,-1.0117e-08,-4.0859e-08,-4.3289e-08,-2.676e-08,-3.3978e-09,2.6185e-08,4.5081e-08,-3.2581e-08,1.6544e-09,-2.5838e-08,-2.8614e-08,-1.7136e-08
-0.04,-0.04,-0.04,0.10472,0.05236,-5.4851e-09,-4.7983e-08,-4.3395e-08,-2.055e-08,1.9679e-09,2.0774e-08,4.8289e-08,-3.5358e-08,-2.8899e-09,-1.7366e-08,-2.6271e-08,-2.2754e-08
0,-0.04,-0.04,0.10472,0.05236,-1.002e-08,-4.6126e-08,-3.6805e-08,-1.9841e-08,2.6623e-09,2.9587e-08,4.2854e-08,-3.717e-08,-3.3181e-09,-1.8475e-08,-3.1526e-08,-1.8234e-08
0.04,-0.04,-0.04,0.10472,0.05236,-1.6088e-08,-4.305e-08,-3.0276e-08,-1.9039e-08,2.4515e-09,3.8031e-08,3.7511e-08,-3.8298e-08,-3.7613e-09,-1.9325e-08,-3.8796e-08,-1.4495e-08
-0.04,0,-0.04,0.10472,0.05236,-5.6001e-09,-5.0723e-08,-5.0557e-08,-2.5598e-08,1.2151e-09,1.7753e-08,4.4506e-08,-2.9782e-08,-6.4054e-10,-1.9264e-08,-2.5377e-08,-1.6829e-08
0,0,-0.04,0.10472,0.05236,-1.0011e-08,-4.8255e-08,-4.1542e-08,-2.4781e-08,1.9192e-09,2.5022e-08,3.9406e-08,-3.0768e-08,-2.976e-10,-2.048e-08,-3.058e-08,-1.3846e-08
0.04,0,-0.04,0.10472,0.05236,-1.5305e-08,-4.5471e-08,-3.4447e-08,-2.3427e-08,2.2177e-09,3.3102e-08,3.4942e-08,-3.181e-08,-5.7175e-10,-2.1111e-08,-3.6793e-08,-1.1507e-08
-0.04,0.04,-0.04,0.10472,0.05236,-5.4803e-09,-5.2373e-08,-5.7083e-08,-3.2066e-08,-2.4274e-12,1.3707e-08,4.1049e-08,-2.4794e-08,2.156e-09,-2.11e-08,-2.3977e-08,-1.2712e-08
0,0.04,-0.04,0.10472,0.05236,-9.4025e-09,-4.9873e-08,-4.6911e-08,-3.0803e-08,1.1621e-09,2.004e-08,3.6489e-08,-2.5873e-08,3.1786e-09,-2.1914e-08,-2.8448e-08,-1.0604e-08
0.04,0.04,-0.04,0.10472,0.05236,-1.3866e-08,-4.6633e-08,-3.8017e-08,-2.8951e-08,1.6835e-09,2.7932e-08,3.2643e-08,-2.6309e-08,4.1965e-09,-2.2968e-08,-3.4041e-08,-8.6651e-09
0,-0.08,0,0.10472,0.05236,-8.8999e-09,-4.976e-08,-3.041e-08,-1.4174e-08,7.8477e-09,2.9297e-08,3.7544e-08,-3.9473e-08,-8.0729e-09,-1.3048e-08,-3.3576e-08,-1.873e-08
-0.04,-0.04,0,0.10472,0.05236,-3.6185e-09,-5.7501e-08,-4.0492e-08,-1.7983e-08,8.9847e-09,2.0202e-08,3.9678e-08,-3.1634e-08,-5.1862e-09,-1.3647e-08,-2.7055e-08,-1.8101e-08
0,-0.04,0,0.10472,0.05236,-9.5343e-09,-5.3969e-08,-3.4487e-08,-1.7192e-08,7.93e-09,2.6446e-08,3.6161e-08,-3.2983e-08,-6.0673e-09,-1.3867e-08,-3.2594e-08,-1.4009e-08
0.04,-0.04,0,0.10472,0.05236,-1.6513e-08,-5e-08,-2.8775e-08,-1.6401e-08,6.8778e-09,3.3739e-08,3.2292e-08,-3.4205e-08,-6.9187e-09,-1.4004e-08,-3.9242e-08,-1.0735e-08
-0.08,0,0,0.10472,0.05236,-3.4265e-10,-6.261e-08,-5.3222e-08,-2.3177e-08,9.7798e-09,1.1974e-08,4.147e-08,-2.5345e-08,-2.9557e-09,-1.4124e-08,-2.1748e-08,-1.5725e-08
-0.04,0,0,0.10472,0.05236,-4.3156e-09,-6.0798e-08,-4.6084e-08,-2.236e-08,8.5903e-09,1.7297e-08,3.7667e-08,-2.6767e-08,-3.0662e-09,-1.4429e-08,-2.5883e-08,-1.3007e-08
0,0,0,0.10472,0.05236,-9.5107e-09,-5.7264e-08,-3.904e-08,-2.144e-08,7.5029e-09,2.3361e-08,3.4273e-08,-2.779e-08,-3.3359e-09,-1.4922e-08,-3.122e-08,-1.0207e-08
0.04,0,0,0.10472,0.05236,-1.5518e-08,-5.3378e-08,-3.2525e-08,-2.0561e-08,6.5798e-09,2.9498e-08,3.0807e-08,-2.8521e-08,-3.8126e-09,-1.4745e-08,-3.7721e-08,-8.0148e-09
0.08,0,0,0.10472,0.05236,-2.216e-08,-4.8553e-08,-2.632e-08,-1.9416e-08,5.8769e-09,3.645e-08,2.7452e-08,-2.9265e-08,-4.5315e-09,-1.3759e-08,-4.6644e-08,-5.987e-09
-0.04,0.04,0,0.10472,0.05236,-4.9313e-09,-6.3349e-08,-5.1605e-08,-2.7984e-08,7.9937e-09,1.4162e-08,3.5259e-08,-2.2859e-08,-4.1016e-10,-1.535e-08,-2.4637e-08,-9.0333e-09
0,0.04,0,0.10472,0.05236,-8.8742e-09,-5.9755e-08,-4.3585e-08,-2.697e-08,7.1049e-09,1.9435e-08,3.1915e-08,-2.3467e-08,2.6685e-10,-1.5288e-08,-2.9349e-08,-7.3965e-09
0.04,0.04,0,0.10472,0.05236,-1.3844e-08,-5.4485e-08,-3.5235e-08,-2.5462e-08,6.2144e-09,2.4706e-08,2.8732e-08,-2.419e-08,8.6784e-10,-1.4972e-08,-3.5309e-08,-5.5854e-09
0,0.08,0,0.10472,0.05236,-8.2299e-09,-6.0327e-08,-4.7725e-08,-3.4619e-08,6.8128e-09,1.554e-08,2.9524e-08,-2.0055e-08,4.712e-09,-1.5892e-08,-2.7572e-08,-4.8053e-09
-0.04,-0.04,0.04,0.10472,0.05236,-1.5404e-09,-6.7535e-08,-3.703e-08,-1.4299e-08,1.5713e-08,1.8792e-08,3.2803e-08,-2.713e-08,-8.1333e-09,-1.0062e-08,-2.6855e-08,-1.1809e-08
0,-0.04,0.04,0.10472,0.05236,-7.9494e-09,-6.4057e-08,-3.2298e-08,-1.3627e-08,1.3242e-08,2.4086e-08,3.0282e-08,-2.8395e-08,-9.2583e-09,-9.6141e-09,-3.2306e-08,-8.3224e-09
0.04,-0.04,0.04,0.10472,0.05236,-1.636e-08,-5.8485e-08,-2.7407e-08,-1.3268e-08,1.0875e-08,2.9446e-08,2.7378e-08,-2.9153e-08,-1.0959e-08,-9.3131e-09,-3.8818e-08,-5.8219e-09
-0.04,0,0.04,0.10472,0.05236,-2.3182e-09,-7.2973e-08,-4.1449e-08,-1.7893e-08,1.5825e-08,1.6439e-08,3.1214e-08,-2.336e-08,-6.185e-09,-1.0238e-08,-2.5773e-08,-7.6435e-09
0,0,0.04,0.10472,0.05236,-8.0693e-09,-6.8353e-08,-3.6068e-08,-1.7673e-08,1.3009e-08,2.1464e-08,2.9114e-08,-2.4145e-08,-6.7769e-09,-9.5434e-09,-3.0381e-08,-5.0364e-09
0.04,0,0.04,0.10472,0.05236,-1.5019e-08,-6.2307e-08,-3.0057e-08,-1.6334e-08,1.0923e-08,2.6124e-08,2.6556e-08,-2.4974e-08,-7.9717e-09,-8.723e-09,-3.6692e-08,-3.5807e-09
-0.04,0.04,0.04,0.10472,0.05236,-3.3154e-09,-7.6763e-08,-4.612e-08,-2.2792e-08,1.5796e-08,1.4033e-08,2.9799e-08,-2.0418e-08,-3.3596e-09,-1.0447e-08,-2.45e-08,-4.2811e-09
0,0.04,0.04,0.10472,0.05236,-7.775e-09,-7.1801e-08,-3.9497e-08,-2.1656e-08,1.2988e-08,1.8418e-08,2.7447e-08,-2.087e-08,-3.275e-09,-9.396e-09,-2.9091e-08,-2.8575e-09
0.04,0.04,0.04,0.10472,0.05236,-1.3748e-08,-6.5332e-08,-3.2701e-08,-2.091e-08,1.115e-08,2.2576e-08,2.5033e-08,-2.1211e-08,-3.4225e-09,-8.1524e-09,-3.4965e-08,-1.8747e-09
