0,0,-0.2,0.034907,0.034907,-2.3402e-09,-1.7655e-08,1.6098e-09,1.0829e-08,2.6788e-08,2.1074e-08,5.9031e-08,8.6803e-09,2.5032e-08
-0.1,-0.1,-0.1,0.034907,0.034907,5.6485e-09,-2.104e-08,-8.8851e-09,1.3325e-08,2.4477e-08,5.4637e-08,6.811e-08,-4.8236e-09,-9.5109e-09
0,-0.1,-0.1,0.034907,0.034907,6.2058e-09,-1.8388e-08,-1.2615e-08,2.0295e-08,3.0105e-08,3.7065e-08,4.5126e-08,8.6174e-09,-2.1219e-08
0.1,-0.1,-0.1,0.034907,0.034907,6.4635e-09,-1.5468e-08,-1.8252e-08,2.5483e-08,3.3545e-08,2.5182e-08,2.9817e-08,2.4964e-08,-2.8711e-08
-0.1,0,-0.1,0.034907,0.034907,7.2946e-09,-3.1163e-08,-8.2049e-09,4.9453e-09,3.009e-08,3.5269e-08,7.806e-08,-5.93e-09,3.3391e-09
0,0,-0.1,0.034907,0.034907,7.9563e-09,-2.6252e-08,-1.1374e-08,7.8392e-09,3.7658e-08,2.6196e-08,4.9803e-08,1.5638e-08,8.6864e-10
0.1,0,-0.1,0.034907,0.034907,7.8172e-09,-2.1171e-08,-1.5858e-08,9.7771e-09,4.244e-08,1.9146e-08,3.2059e-08,4.3021e-08,-5.8653e-11
-0.1,0.1,-0.1,0.034907,0.034907,9.6587e-09,-4.7621e-08,-7.3372e-09,3.3659e-10,3.3503e-08,2.3408e-08,7.5799e-08,-8.1391e-09,7.6931e-09
0,0.1,-0.1,0.034907,0.034907,1.0401e-08,-3.8207e-08,-9.9248e-09,1.3642e-09,4.2418e-08,1.858e-08,4.8669e-08,2.2636e-08,7.8309e-09
0.1,0.1,-0.1,0.034907,0.034907,8.7736e-09,-2.919e-08,-1.3475e-08,1.9476e-09,4.8154e-08,1.4413e-08,3.146e-08,6.3669e-08,8.3373e-09
0,-0.2,0,0.034907,0.034907,9.1427e-09,-1.4512e-08,-2.43e-08,4.2406e-08,2.6825e-08,5.7933e-08,2.772e-08,5.976e-09,-6.4592e-08
-0.1,-0.1,0,0.034907,0.034907,1.0099e-08,-2.4314e-08,-1.5518e-08,5.5705e-09,3.0572e-08,5.5295e-08,4.177e-08,6.0615e-10,-2.0493e-08
0,-0.1,0,0.034907,0.034907,1.2783e-08,-2.082e-08,-2.4782e-08,1.3089e-08,4.013e-08,3.8726e-08,3.2768e-08,9.9215e-09,-3.0717e-08
