0,0,-0.2,0.087266,0.087266,-9.7276e-10,-1.866e-08,2.2461e-09,1.2117e-08,2.6409e-08,2.0135e-08,5.9414e-08,9.3668e-09,2.8501e-08
-0.1,-0.1,-0.1,0.087266,0.087266,6.0349e-09,-2.1555e-08,-8.8754e-09,1.515e-08,2.3786e-08,5.333e-08,6.8754e-08,-4.7735e-09,-5.8502e-09
0,-0.1,-0.1,0.087266,0.087266,7.0323e-09,-1.8754e-08,-1.258e-08,2.2586e-08,2.9217e-08,3.583e-08,4.5635e-08,9.1882e-09,-1.6182e-08
0.1,-0.1,-0.1,0.087266,0.087266,7.9158e-09,-1.571e-08,-1.8148e-08,2.8078e-08,3.2508e-08,2.4196e-08,3.0184e-08,2.6192e-08,-2.2879e-08
-0.1,0,-0.1,0.087266,0.087266,7.5741e-09,-3.2077e-08,-7.8471e-09,6.3854e-09,2.9633e-08,3.4805e-08,7.8073e-08,-6.0417e-09,5.8316e-09
0,0,-0.1,0.087266,0.087266,8.8761e-09,-2.6857e-08,-1.0715e-08,9.5721e-09,3.7024e-08,2.5592e-08,4.989e-08,1.6071e-08,4.0163e-09
0.1,0,-0.1,0.087266,0.087266,9.8149e-09,-2.154e-08,-1.4529e-08,1.1688e-08,4.1662e-08,1.8563e-08,3.2148e-08,4.4224e-08,3.4025e-09
-0.1,0.1,-0.1,0.087266,0.087266,9.6261e-09,-4.9339e-08,-6.7154e-09,1.414e-09,3.341e-08,2.3289e-08,7.5033e-08,-8.5131e-09,9.3213e-09
0,0.1,-0.1,0.087266,0.087266,1.1233e-08,-3.9228e-08,-8.8444e-09,2.6136e-09,4.2217e-08,1.831e-08,4.8253e-08,2.2608e-08,9.7583e-09
0.1,0.1,-0.1,0.087266,0.087266,1.1493e-08,-2.9748e-08,-1.1469e-08,3.2935e-09,4.7847e-08,1.4089e-08,3.1231e-08,6.4273e-08,1.038e-08
0,-0.2,0,0.087266,0.087266,9.6016e-09,-1.4487e-08,-2.4855e-08,4.6924e-08,2.5366e-08,5.6486e-08,2.8016e-08,6.3682e-09,-6.05e-08
-0.1,-0.1,0,0.087266,0.087266,1.0192e-08,-2.4335e-08,-1.5529e-08,8.0212e-09,2.9503e-08,5.5275e-08,4.1837e-08,6.9322e-10,-1.7847e-08
0,-0.1,0,0.087266,0.087266,1.3212e-08,-2.0791e-08,-2.4784e-08,1.6369e-08,3.8679e-08,3.816e-08,3.2928e-08,1.0294e-08,-2.735e-08
0.1,-0.1,0,0.087266,0.087266,1.67e-08,-1.7107e-08,-4.3038e-08,2.32e-08,4.4723e-08,2.6155e-08,2.4383e-08,2.0919e-08,-3.2935e-08
-0.2,0,0,0.087266,0.087266,9.7973e-09,-4.3894e-08,-9.7468e-09,-2.5516e-09,2.6363e-08,4.3411e-08,4.9611e-08,-7.4469e-09,-1.7689e-09
-0.1,0,0,0.087266,0.087266,1.3469e-08,-3.8108e-08,-1.4434e-08,-4.7633e-10,3.9385e-08,3.4438e-08,4.5998e-08,1.2286e-09,-5.2046e-09
0,0,0,0.087266,0.087266,1.8522e-08,-3.0954e-08,-2.2617e-08,2.0176e-09,5.3096e-08,2.5996e-08,3.5443e-08,1.4874e-08,-8.5813e-09
0.1,0,0,0.087266,0.087266,2.499e-08,-2.4131e-08,-3.8169e-08,3.7183e-09,6.2598e-08,1.9214e-08,2.5783e-08,3.0313e-08,-1.0197e-08
0.2,0,0,0.087266,0.087266,3.2097e-08,-1.8442e-08,-7.1228e-08,3.311e-09,6.287e-08,1.4167e-08,1.8542e-08,4.1863e-08,-8.7938e-09
-0.1,0.1,0,0.087266,0.087266,1.7761e-08,-6.3654e-08,-1.2665e-08,-4.0303e-09,4.6311e-08,2.25e-08,4.4558e-08,1.0393e-09,1.1337e-09
0,0.1,0,0.087266,0.087266,2.629e-08,-4.7908e-08,-1.9143e-08,-3.5999e-09,6.3665e-08,1.8088e-08,3.448e-08,1.8557e-08,2.4688e-10
0.1,0.1,0,0.087266,0.087266,3.8798e-08,-3.4653e-08,-3.0579e-08,-3.4598e-09,7.6066e-08,1.4174e-08,2.5164e-08,3.8876e-08,3.3691e-11
0,0.2,0,0.087266,0.087266,3.7252e-08,-7.6728e-08,-1.5356e-08,-5.2629e-09,6.4962e-08,1.2908e-08,3.0407e-08,1.9086e-08,3.7467e-09
-0.1,-0.1,0.1,0.087266,0.087266,1.292e-08,-2.2609e-08,-1.9428e-08,-9.2177e-09,3.4328e-08,3.8191e-08,2.3022e-08,2.873e-09,-2.0031e-08
0,-0.1,0.1,0.087266,0.087266,1.7291e-08,-1.933e-08,-3.1113e-08,-4.8099e-09,4.9602e-08,2.9748e-08,2.1545e-08,9.3042e-09,-2.669e-08
0.1,-0.1,0.1,0.087266,0.087266,2.2532e-08,-1.5955e-08,-5.3679e-08,-4.982e-10,6.0797e-08,2.2194e-08,1.7956e-08,1.6004e-08,-3.0287e-08
-0.1,0,0.1,0.087266,0.087266,1.7032e-08,-3.4826e-08,-1.8474e-08,-1.249e-08,5.0836e-08,2.5347e-08,2.4567e-08,3.6674e-09,-9.9328e-09
0,0,0.1,0.087266,0.087266,2.4416e-08,-2.8374e-08,-2.9211e-08,-1.2965e-08,7.6979e-08,2.0736e-08,2.2809e-08,1.2112e-08,-1.3047e-08
