0,0,-0.08,0.05236,0.05236,-9.4893e-09,-4.139e-08,-4.2363e-08,-2.8675e-08,-4.4156e-09,2.7802e-08,4.5366e-08,-3.2159e-08,3.2268e-09,-2.6978e-08,-2.8917e-08,-1.5e-08
-0.04,-0.04,-0.04,0.05236,0.05236,-4.7436e-09,-4.8699e-08,-4.1693e-08,-2.2656e-08,7.8045e-10,2.2012e-08,4.7975e-08,-3.436e-08,-1.5663e-09,-1.828e-08,-2.6605e-08,-1.996e-08
0,-0.04,-0.04,0.05236,0.05236,-9.4971e-09,-4.6559e-08,-3.5117e-08,-2.1895e-08,1.4055e-09,3.0467e-08,4.2356e-08,-3.5984e-08,-1.7355e-09,-1.9414e-08,-3.2082e-08,-1.6129e-08
0.04,-0.04,-0.04,0.05236,0.05236,-1.5177e-08,-4.3695e-08,-2.8942e-08,-2.0877e-08,1.757e-09,3.9755e-08,3.7122e-08,-3.7219e-08,-2.0483e-09,-2.0406e-08,-3.9151e-08,-1.2748e-08
-0.04,0,-0.04,0.05236,0.05236,-5.0841e-09,-5.115e-08,-4.8776e-08,-2.8021e-08,5.4472e-11,1.869e-08,4.4737e-08,-2.8745e-08,8.8294e-10,-2.0101e-08,-2.5604e-08,-1.4697e-08
0,0,-0.04,0.05236,0.05236,-9.2777e-09,-4.8835e-08,-4.0562e-08,-2.6956e-08,9.2175e-10,2.6275e-08,3.9676e-08,-2.9949e-08,1.2338e-09,-2.136e-08,-3.0727e-08,-1.2039e-08
0.04,0,-0.04,0.05236,0.05236,-1.4207e-08,-4.5748e-08,-3.2973e-08,-2.5544e-08,1.4281e-09,3.4608e-08,3.4941e-08,-3.0858e-08,1.5148e-09,-2.2412e-08,-3.728e-08,-9.6268e-09
-0.04,0.04,-0.04,0.05236,0.05236,-5.1282e-09,-5.2604e-08,-5.6221e-08,-3.5055e-08,-6.3321e-10,1.5124e-08,4.103e-08,-2.4254e-08,3.9042e-09,-2.2003e-08,-2.4399e-08,-1.0557e-08
0,0.04,-0.04,0.05236,0.05236,-8.7703e-09,-5.0189e-08,-4.6118e-08,-3.3539e-08,4.6301e-10,2.1737e-08,3.6604e-08,-2.516e-08,4.9656e-09,-2.3361e-08,-2.9107e-08,-8.7493e-09
0.04,0.04,-0.04,0.05236,0.05236,-1.2986e-08,-4.6966e-08,-3.6941e-08,-3.1549e-08,1.1145e-09,2.8998e-08,3.243e-08,-2.5839e-08,6.0864e-09,-2.4407e-08,-3.5067e-08,-7.0607e-09
0,-0.08,0,0.05236,0.05236,-8.3549e-09,-5.081e-08,-2.907e-08,-1.5878e-08,6.7189e-09,3.035e-08,3.6834e-08,-3.7765e-08,-6.5081e-09,-1.3885e-08,-3.3755e-08,-1.6266e-08
-0.04,-0.04,0,0.05236,0.05236,-3.3004e-09,-5.7898e-08,-3.9036e-08,-2.0131e-08,7.4895e-09,2.0915e-08,3.9568e-08,-3.0446e-08,-3.8688e-09,-1.4451e-08,-2.7187e-08,-1.5145e-08
0,-0.04,0,0.05236,0.05236,-8.734e-09,-5.4846e-08,-3.3432e-08,-1.9448e-08,6.6839e-09,2.7615e-08,3.5746e-08,-3.1713e-08,-4.3955e-09,-1.4918e-08,-3.2752e-08,-1.1684e-08
0.04,-0.04,0,0.05236,0.05236,-1.5421e-08,-5.0915e-08,-2.8076e-08,-1.8541e-08,5.956e-09,3.4793e-08,3.1976e-08,-3.2653e-08,-5.1287e-09,-1.5176e-08,-3.9911e-08,-8.7051e-09
-0.08,0,0,0.05236,0.05236,-1.0953e-10,-6.3373e-08,-5.1736e-08,-2.564e-08,8.0672e-09,1.2798e-08,4.1077e-08,-2.4666e-08,-1.5451e-09,-1.4869e-08,-2.2046e-08,-1.2771e-08
-0.04,0,0,0.05236,0.05236,-3.8675e-09,-6.1335e-08,-4.4828e-08,-2.5051e-08,7.3195e-09,1.8223e-08,3.7616e-08,-2.5838e-08,-1.4744e-09,-1.5489e-08,-2.6182e-08,-1.0322e-08
0,0,0,0.05236,0.05236,-8.6064e-09,-5.7987e-08,-3.7986e-08,-2.4087e-08,6.5838e-09,2.4312e-08,3.4028e-08,-2.6806e-08,-1.4579e-09,-1.5882e-08,-3.1393e-08,-8.0328e-09
