0,0,-0.08,0.05236,0.05236,1.0808e-08,-2.7412e-08,-1.475e-08,7.2683e-09,3.9668e-08,2.6716e-08,4.6959e-08,1.6984e-08,-5.0784e-10
-0.04,-0.04,-0.04,0.05236,0.05236,1.2049e-08,-2.7032e-08,-1.59e-08,6.5089e-09,3.8444e-08,3.6033e-08,4.6602e-08,7.4729e-09,-9.6912e-09
0,-0.04,-0.04,0.05236,0.05236,1.297e-08,-2.6273e-08,-1.9594e-08,1.0073e-08,4.2841e-08,3.1105e-08,4.0948e-08,1.3111e-08,-1.4042e-08
0.04,-0.04,-0.04,0.05236,0.05236,1.381e-08,-2.3368e-08,-2.3976e-08,1.2584e-08,4.6081e-08,2.765e-08,3.3225e-08,1.9722e-08,-1.2922e-08
-0.04,0,-0.04,0.05236,0.05236,1.3156e-08,-3.2311e-08,-1.6648e-08,3.3541e-09,4.2469e-08,2.9936e-08,4.6974e-08,9.4711e-09,-5.8535e-09
0,0,-0.04,0.05236,0.05236,1.4898e-08,-3.1299e-08,-1.9181e-08,4.8223e-09,4.5739e-08,2.6366e-08,4.1438e-08,1.6403e-08,-6.0487e-09
0.04,0,-0.04,0.05236,0.05236,1.6417e-08,-2.8036e-08,-2.164e-08,5.0312e-09,5.0269e-08,2.3516e-08,3.5209e-08,2.3853e-08,-6.9707e-09
-0.04,0.04,-0.04,0.05236,0.05236,1.5141e-08,-3.8364e-08,-1.5584e-08,3.6028e-10,4.318e-08,2.61e-08,4.9339e-08,8.656e-09,-1.7072e-09
0,0.04,-0.04,0.05236,0.05236,1.6859e-08,-3.6211e-08,-1.7751e-08,1.7067e-09,5.0842e-08,2.3176e-08,4.2086e-08,1.7726e-08,-2.6908e-09
0.04,0.04,-0.04,0.05236,0.05236,1.8144e-08,-3.168e-08,-2.2707e-08,1.5029e-09,5.3956e-08,2.0864e-08,3.6372e-08,2.5609e-08,-2.1715e-09
0,-0.08,0,0.05236,0.05236,1.3864e-08,-2.2257e-08,-2.5972e-08,8.0876e-09,4.2912e-08,3.6509e-08,3.4283e-08,1.0696e-08,-2.3789e-08
-0.04,-0.04,0,0.05236,0.05236,1.4135e-08,-2.8762e-08,-1.9979e-08,2.8879e-09,4.5478e-08,3.4854e-08,3.92e-08,7.6118e-09,-1.4984e-08
0,-0.04,0,0.05236,0.05236,1.5699e-08,-2.5797e-08,-2.3645e-08,4.237e-09,4.8423e-08,3.1102e-08,3.4968e-08,1.3388e-08,-1.6539e-08
0.04,-0.04,0,0.05236,0.05236,1.7352e-08,-2.4381e-08,-2.9907e-08,5.9347e-09,5.3822e-08,2.6968e-08,3.1351e-08,1.7573e-08,-1.9095e-08
-0.08,0,0,0.05236,0.05236,1.4407e-08,-3.5131e-08,-1.6033e-08,-1.1119e-09,4.2383e-08,3.1043e-08,4.4915e-08,4.4758e-09,-7.9412e-09
-0.04,0,0,0.05236,0.05236,1.5848e-08,-3.3204e-08,-1.8137e-08,1.5535e-10,4.8838e-08,2.8656e-08,4.1218e-08,9.1801e-09,-9.496e-09
