0.2564,-0.33512,0.46106,2.1323,2.1829
-0.2034,0.1254,0.57752,2.3805,0.9962
-0.2564,0.33512,-0.46106,2.3346,2.9852
-0.12325,0.59867,0.13048,1.2322,0.10822
-0.60378,0.14824,0.064055,2.0592,1.3784
0.2034,-0.1254,-0.57752,0.5378,1.1987
-0.40441,-0.29182,-0.37672,2.2181,2.4049
0.12325,-0.59867,-0.13048,0.10001,2.4982
0.40441,0.29182,0.37672,0.86998,0.58708
0.36297,0.43136,-0.26983,0.14505,1.5386
0.60378,-0.14824,-0.064055,0.30515,1.3999
-0.36297,-0.43136,0.26983,2.587,2.0305
